device_model,frequency
3a07b300,2038
3a2f2984,797
3b06fa5e,1701
3b502de4,609
3bd9e8e7,359934
3c39f5bb,9
3c5c100d,68
3c814583,405
3d4568a9,1198
3d5dd832,442
3d912044,104
3e44daf1,322
3e72ab6c,20072
3f7a8b43,1
3fcea4fe,5
405753ae,2
40cce1da,97
416032f7,2497
41f7806d,1253
4217a730,569
4244fe30,6
4256df31,5
42a85e5f,753
42fa4bf5,433
4316a114,5
431caf2c,73
43daea4b,7
441c16b0,286
44c259c0,9
4714834c,1
476e7404,22
47deca95,79
48917a3b,827
490ece14,1044
497f9132,343
4a491c31,113
4a7bfb9c,26
4af5f36a,3321
4b0b9093,1
4b5bfc81,13
4c01d4cf,9
4c3b198f,67
4cfd7d4f,392
4d707dc3,50
4dca906a,13
4f44350c,5
50d70abf,1
51614780,2
516503ce,85
518f4a32,8271
5296f6e7,1
53473cd1,1
542422a7,66617
55bbed27,660
566d1d96,1109
56d7fa39,22
571737d1,3896
5724f900,18
5758671f,1
57da33ea,15
57f11ae7,27
5818f801,1
589a222e,558
58c20dbc,7
58c2f12e,26
58de36ae,1432
593c3c5b,315
596f53e3,104
5a07ba9f,16
5a8e5d5b,23
5aab26c7,5877
5c61e7ff,7010
5ce4df41,5
5d1106f7,1893
5da39fc9,147
5db68cec,309
5e454cb3,1
5e5ff175,1
5eea1387,248
5f31d221,18
5f9d455f,6
6030e81a,179
60e42ace,30
61c1b14a,2933
61ca3ec0,1462
621d1dc9,38
629a53ca,426
62fcae51,2530
6353a8e3,2
6360f9ec,13952
64184022,2008
644160a2,3
64cabe25,416
64fc6b06,6
652cfd3f,449
6532d1d3,983
654c8d23,1803
65884bce,749
65a887d6,3
66256a1d,79
66be6559,617
6733fb15,172
67de0065,123
68368143,235
68dcff74,18
69831831,76
6a3eb0f0,160
6b43a2c8,8
6b455bad,3
6bdddff0,4
6bfbb32f,38563
6d12bb7f,82
6e311874,2
6f856677,30617
701dacc7,2
705503ad,2
710f7878,33
7160b0a7,20
72812636,1
73605097,3028
73fee2ef,5
743338d8,82
7455fd39,66
74df4f2a,266
76997e2a,248
76b79a06,21
773694de,24
776bc914,15
780454fe,10
7807fb7a,19
7868eba2,272
79d897d6,161
7ac29ddf,161
7ac6007f,90189
7ad1f297,151
7aeb3338,20
7b279015,464
7b501d00,2
7b7ca585,30156
7c8f3158,6
7dcd6546,1227
7e0e12af,445
7e4efdcd,12201
7e6190f3,10339
7fe41e35,25
81d5bb5c,1
8217e0de,7864
821a7868,1
827bdfab,15
837b5bc8,13227
83a2b795,1
8483e5ed,60
84c2f017,2424
84eb6b0e,10902
84efc5ac,321
85787f85,218
85ad3d49,1
85f1d134,136
86004409,296
862558ab,332
86289274,44
8647fc46,12
864b4ae5,1
86df2b93,2
872f4114,111
8815faff,30
889ad79d,6057
8910830e,2
89223f97,292
897aafd7,14420
8adaf888,204
8afece6d,6
8b6cc0b1,191
8c2e43f0,83
8c511ee1,26
8db6364e,32
8df15eb9,2
8e0333c2,5844
8e197641,11
8e32d6ff,8
8e6670d2,1965
8e7915b1,30
8ed5e364,3
8eee3609,38
8fa437d0,1
8fb776fd,11303
903e8811,112
908b7de5,13
908d96b8,1188
9090133d,49
90e939f4,1
9179244f,75
920038af,13
93d6acd6,1197
9436c214,1
945114a0,46
9455a1a4,1065
94975f37,1378
965ba208,4
968ccd9d,1
96c34989,81
97108bdd,1144
97979d69,330
989a412d,1
99373983,1
99eb726b,86
99f25bdc,1
9acae89f,2
9b333dda,392
9bab7367,13
9c462ef1,40
9c89857c,2229
9e8a41c3,1112
9ea59138,125
9ead6fb1,10
9efa421a,55106
9f061cff,147
9f0c9dce,4
9f201731,561
9f2892b8,2
9f4fcc06,3
9f712796,2603
9f8e0dbf,475
a09348ee,987
a0956fb5,2736
a0f41fec,10
a12b66bf,4
a1431b46,138
a16d865f,227
a1b03dae,6
a32f03a3,2170
a35377af,68
a411d086,2
a53d68c3,13015
a5e34238,116
a72e743d,36
a7569c64,1
a7d765ae,78
a968f1bc,315
aa5a0228,589
ab09a89e,4212
abac2ce5,6445
ac7e3b98,410
ac95e7a1,2567
acad981c,120
aeca28f7,23
af270b0e,1
af89e253,4
af8f2721,6450
afa1002d,16
b0d1f9fd,13
b0f98de9,16
b1620bbd,1
b165fef9,83
b257bdde,3
b281fb86,2241
b2aa22c3,42
b32dc055,10
b334be1d,1137
b4e5827b,6502
b4ffa83a,883
b588c462,9628
b5a00f7f,1
b5c659e9,2169
b651d8d1,7
b6752cb9,4
b7c18492,1
b7e932e7,37462
b80825a1,505
b814c3ee,1
b82a0d10,71
b98e4d08,3
b99810ad,2
b9996af8,825
ba04a9e3,6587
ba1004fe,1
bbba7e1a,1
bc1e23a9,49
bc8913e3,10475
bcb5feb0,364
bcfb5f4a,2
bd0ed1d6,1375
bd689697,30
bd836548,347
bf5fd8a2,1
bf988126,3
bfa9c6b4,303
c03d34a2,1
c0907706,4
c1f3dc0a,23
c2576647,14
c2c513e2,16
c3233d33,872
c3d59393,1
c4ba2c9f,93
c4cff2ea,101103
c5cc73c1,45353
c60240bb,132
c6263d8a,397746
c659c113,91
c6fa3bac,92
c85a9363,80
c8c0ed74,2
c9c22bb5,223
c9c318ae,13
c9c3f524,89
c9d107a4,6986
c9f52666,3
ca9dfdcd,791
cb3368d2,5251
cb48b3db,32
cc1e3ed4,12250
cc80e4f0,51
cc9e73c2,69
cca8983e,6
cd23fe1a,2
cd405def,17
cd451a51,44
cd5b319d,3
cd5fbcf6,18
cddf1be8,5
cefb3c01,12
cf0c5821,256
d03fbfb0,1
d03fe90b,1
d059466f,594
d10210f7,1181
d104784a,22934
d1afcef5,11
d222079a,14
d227778d,1407
d2a0518a,2
d2ce5ed1,11
d2ff0a74,1
d3a10910,8
d40d5789,1
d475c998,2
d4c31a7b,2
d506da61,27
d58a9ffa,38
d693866f,4
d7193e18,1627
d75358ec,37
d7b704d8,3
d7ca4507,112
d7fa671a,4291
d8235c37,292
d83bcc70,1573
d8aefdf3,20
d9416f3d,4021
d94417c9,12
da1faa8e,58
dab823eb,17812
daee1571,705
db14a486,47
db226d76,572
db2c36d9,9134
db3efbad,1769
dbe17bfb,11
dbed2c26,258
dbffc50a,51
dc62f5c0,11
dc9a3726,21
dcd7a69a,3190
dd15d5c9,1392
dd9f2c4d,2
ddb36490,16
de036d1f,1385
de2f50e5,53
de414a79,41
de4ef38a,262
de74d6dc,1
de793008,1
dedaf770,1
df60941c,191
df9fbcad,73
dfde571a,46
e04d504d,93
e06d36f7,1805
e0886411,335
e1e3a835,92
e1fe0317,48
e207ef57,26
e2391e8e,5
e298e9e8,33
e324c0ac,50
e36e0e0a,131
e3fecc04,1
e4169825,590
e442e78f,33
e5007c32,17
e64e8f97,1
e684b832,286
e6b7d1cb,1530
e6b9d6c7,17
e757d74e,2
e7c8d847,5
e7cc2464,2
e7e60d8d,10
e809467d,1498
e85ba955,2642
e866ed8b,545
e8a74dd3,44
e8d6509c,1
e901aac7,1
e96b49d6,20074
e9751401,14
e9d2d603,327
ec1f9eec,1
ec3e8b03,132
ec61c8b7,70
ec64bd97,7
ec6b7d9f,972
ecdbfb3a,30
eceeee55,28
edb322e1,437
edda6704,8
ee342937,15
ef9505bb,85
efdd86c2,22
f067249d,2030
f19c0bf7,672
f1d7382f,1
f245ff25,618
f2b8a05d,1377
f2f9aae1,16
f30d85cb,6624
f3bae017,891
f3be0cef,76
f464181e,224
f51db838,1746
f5fa8c6d,2
f60c2fd3,104955
f63cbf4e,752
f75bc4b9,596
f7b44c5b,424
f7d44ce8,6
f8668f21,2
f89683d5,30
fa61e8fe,85448
fb007d6f,1951
fbd0e25e,27
fca24f04,32
fcbb592f,926
fcbc76af,4
fd1ab1f0,11378
fd235d3a,40953
fd250d26,204
fd4d4c19,954
fd70278c,54
fdeb8df5,1074
fe396d96,6
fe687b0a,129
fe72bf31,1570
febf00b4,408
febf5644,165
ff0a69f1,1
ff67a6c1,2
00e71d3a,3769
01cdb32d,9
022e3eb5,2466
023a5294,566
026e267c,1
0344ed75,1
043519ae,49
05490809,5033
061f6aca,1743
066006b1,335
069fda1d,6699
06ad870b,1
0779dfb2,3
08e79bc4,5
08f0d428,35
09b4ab83,2813
0af72737,21
0b97d9da,406
0bc44f2a,13995
0c1d4562,15
0c4e23f1,981
0cf27166,864
0d3f0fea,1503
0d4a3783,4128
0d52b612,549
0d881317,263
0d9ae625,19853
0e1b3233,4
0e2332a5,5404
0e5a9b0a,376
0ea40c5b,14750
0f942be3,1014
0fede85b,6
1072b026,6
10c76631,763
115d7af7,308
122187b6,1569
12bc12cc,3292
12d41e63,7539
14a1befa,1
14f8e9e9,1
1568ea00,12
156fe0fe,44
1626a9a0,1
16524ca2,14
169595b6,215
16d2f562,1723
1728118a,20
1741d83d,1104
17a53845,4
17d9100f,424
1821f077,989
19e18b5d,15
1b33b923,75
1b8a6145,11974
1beff4eb,484
1d72eddb,1
1da167e7,1
1e3f5d9f,16
1ee333be,1
1f56c188,210
1fc6e5b5,215
1fd40c4e,1
1fe3dc59,2
205b2a65,79
21634cc0,307
21a740a2,4
2216b1a2,13
225ca2b0,1872
226d32b1,341
23885c9e,33079
242cc0ec,719
242ff2cc,1
244bb572,16
2482bc10,1
24bda58a,137
24e93d17,2
24f2520e,427
258ec3fa,5
25e6b0a7,118
26630386,103
267a9678,2526
26be1845,187
27059422,1024
27831cd0,6
28169387,2
289f5dac,11652
2922a79b,7
29f039b9,396
2a01f01e,513
2bd77b96,738
2bee6957,1
2bfb4cac,62
2d63caed,5
2dab8216,4
2dca9f52,1
2f23f7a2,1418
2f55f3a7,284
2f6378ca,133
30a00e1f,4750
31234d5a,91
319a4d30,2205
31dc9a1a,242
3223bcfe,7379
32c4e9d7,3
32ce5d69,29
331933c0,319
33408dca,482
33df4d5e,1
343c1e3e,6
34719c24,5
34a60fb0,19
34e52eb2,3
34ea739a,169
358b1ec8,1510
35cd5dfb,4
361820e7,1583
3657b706,3964
3795cb1f,63
37a3d28b,94
37c331b3,253
380f240a,1151
39112ea2,741
392b830f,1
39744398,1146
39f06fa7,8
3a36e84b,1138
3b1e2ca0,3
3b47abd9,154
3b503b38,27
3b6cd544,44
3bc980aa,82021
3ce83621,813
3cfa4017,2996
3d20877d,6359
3d60f193,30
3e48d257,2
3e51abaf,44
3ed24616,61
3f530c0e,11
3f551fa0,3
3f7a719d,73
40022b8d,2
40e46187,167
410e230d,28
4147d51d,93
41aa0b1f,2
41d044a1,1
42098d1b,153
429120b9,3
42a39a00,14
42c1ce09,252
431ec43c,97
43c5f09f,1036
44122579,1056
44956a24,23172
44bb1cc7,1266
4540ce45,219
4567d2e5,13510
46917a61,1
47c776b1,409
48762f92,215
48b1ed77,3
48fdda0b,52080
493c5b65,7
4a92be9b,401
4ad5cfaf,1
4b326c04,6
4bbd757a,2
4bc30e82,30
4bf64a58,625
4c43c588,2
4cc7a42a,127
4d1ad389,4594
4d30bb52,49
4d4a6526,2
4da33d41,41
4ecc53be,23
4ee6cea0,228
4f084aa5,51
4f40f8a6,1
4fb86573,642
5090c54c,856
518228a2,1
51fe4336,2
5217e48a,1475
521f95fe,14002
52414157,8
52b8ba48,257
52ce07a1,346
52e07774,6
53ab4e48,1
541f3854,4
5434e0d9,3743
5542a262,81
56badcfa,2
56c63edc,100
56f23684,14447
57083425,39
575d0d2a,29726
578940f5,11
58f5c363,1086
5900306b,574
5918b7ab,20
59a05406,108
59b64f8d,1090
5a8605a0,2
5aaa70da,6
5aae32c4,1
5af5ede5,51
5b003c96,67
5b216752,372
5b49ea61,27
5c8721cb,5
5d28336c,1
5d300f40,758
5de8c9aa,513
5e2c08c4,1
5ebe1795,1
5ee0f48d,29
5f0e0508,1
5f24f1d2,2
5f7932d2,15
5f825aad,1
607c30e6,21
60f13afb,19400
61866d2c,9
61af48f5,4
61b7308b,13146
620f0fcb,77
65240357,4
6538d488,59
6566dee8,64
65917667,5949
661fce9e,175
66d46f3d,7389
67b4938a,1303
67fcfd53,1026
684e6f19,24
68682410,5
68c07663,112
6965542b,14
698a4073,3825
6a6223d9,2
6a9f8c27,21
6ace76b8,1889
6b82c060,661
6c075cf1,233
6d1bfd20,185
6d1d04b8,3094
6da93740,219
6e1e2240,171880
6e5ec1af,14
6f295d4e,19
7060ec22,199
7065d1c1,4612
711503f1,112
713770ea,2
7194107e,196
719fb7fc,199
71ca785b,1343
723171ec,1
726119df,161
7298c58a,1
732d3977,2
739bd450,38
73b883fb,5
73c214d2,1560
744df353,26
74962eca,36
75730264,829
76d10584,18
77001aaf,9775
77d0b121,2
77d50318,1
77e71b5f,8
78259b0a,6959
783d39d2,7
79251c58,2
795a71a0,1
796c88c9,3919
7a1bcdf4,90
7abaf9b2,28
7b2e6021,1
7b75d3a6,22175
7bee9d8f,115
7c51bbd9,2240
7c7f91af,1
7cae6189,315
7cf1a5d9,6
7d8f6585,3
7e02283d,58
7e791902,2
7e817dcf,2150
7f8e1f29,2497
7fce49a8,8175
801b384c,19475
802e4c8d,7
804e4d03,28
8064e261,180
806ecc1e,12
811ddbf3,4
81cb64cd,351
81cc6492,30
83899a34,6
849d31b9,3
85191011,188
8556e58a,146
858b13f5,23
85a528ab,3
869dc58d,1
87062cda,2
8741c65a,777
87c188e6,140
88790f1f,270
891a221e,86
892bc88b,13
8982cc2d,3
8a75701b,5
8a96b0ec,65
8ad1dca9,2
8ae1fdb5,7
8b4f83a7,15
8b7b80a6,71
8bab7a6a,1
8c7fba0c,3763
8d06943d,5
8d96a23d,39309
8e16c33d,764
8e5ea31a,92
8e64c581,22
8f04c78f,212
8f4f1c39,34
8f6ae7ff,806
8fd3ae0c,6255
906c5292,1461
90965617,12
915777b5,93
918eea10,40
9265daa3,3
929a114d,1499
92ba247a,6
92e1a858,1
937f51d5,103
93c1c4d1,2
942460c1,25
942fa535,99
94a6b9a5,5
94aad793,346
96629d1d,5617
9694a1ce,648
96c262b3,33
96c5418b,742
97b18999,1
97cedbb7,24
97dda234,22
983b552a,3
99823e16,905
9a05e27a,24
9a07fef4,1
9a358191,55
9a9cc02c,30
9aa6968b,3061
9b2cfb37,197
9b54ce4a,11
9b57691f,7
9b6089ac,20
9bbf0e2a,7
9bf61702,2
9c1a04f7,1051
9d756efc,7
9db53c3c,2311
9dc40a57,4
9e92912c,678
9eb5b693,102
9f4a0119,39
9f8d0424,18474
9fb74d5c,106
9fc91995,9
a108a253,36
a17b4231,7827
a1c110a0,3
a1e96627,3332
a24d1ae4,1
a27913e8,14
a2fd695e,45
a32a9d22,1
a3c7a415,56
a3f08012,71
a462962f,29
a4b0a5ea,1902
a4b93048,21
a4d0f5c3,1
a669ad46,166
a6c358dd,26
a6fc1d5b,31
a76867c2,1534
a79c1016,2
a8b199ed,14
a9661bab,63
aa03c32c,5131
aada7ae5,34
ab275aea,490
abc6e30a,75
acc60672,1
acd9bb26,536
ad338b24,12
ada45d64,692
afdbf495,1
b0137ed3,6
b18cd01f,2
b1fdd65b,278
b231dc08,2366
b2935085,8
b340bcb1,8
b351e2d6,2079
b3f4c8ce,59905
b4e1e645,854
b6169a20,2813
b93e9a67,1
b9d837ad,637
ba2b7d87,5
bb073260,628
bb7dcaa6,1
bbb316c3,1987
bc2f4c0f,5
be14d608,1
bfc84eef,5
bfdc1fc9,170
c03563ed,5587
c06cecb5,246
c1405153,2
c18e5425,240
c2498af3,323
c24c894f,481
c343857c,4471
c3e43175,6
c44e2705,33
c4e3d708,504
c503c652,2304
c55a2575,292
c57256c2,1
c6b0133f,866
c89448d8,1558
c91a3cac,27
c94fff1a,9855
ca5cae38,90
cab7ad1c,17958
cb1d76e2,21
cb76061e,5
cb9e41c5,911
cc753d44,2
cc9f0009,4
cd2acf54,2040
cd6b487a,89
cd98e5f0,260
ce12dd72,23966
ce188377,2241
cf3724dc,2
d0b8cc7c,2805
d0c4b0b4,482
d0e95a6c,7
d1b0c050,12479
d1b0c784,6
d1cbe61f,10712
d25e7fab,11
d28e57cb,43
d32cf58c,2
d357ac2a,11
d37c6531,2019
d3b6d2da,19
d3f69761,56
d460d6cf,30
d4cab35f,1
d50388be,37
d516db84,107
d55d8622,1
d5e73afc,2
d60c8873,1
d74527bc,660
d79a88d4,59
d7bbcedd,44
d8790a0d,15
d8ae591b,151
d8b20037,1
d95c67ae,6
db62278b,1179
dbcb4135,77
dc00d461,8672
dc7aa18d,204
dd730bdb,2
dd789fce,25
de6c67f6,2140
de93ffb6,278
dedff2ff,328
df0e9c9d,1
df168bf7,257
df19d624,358
e02d512d,3
e03ba812,137
e0a91cd5,270
e1ad3aae,1
e1eae715,421122
e270f75d,421
e2e32fc3,782
e34c7065,1
e3503f1d,12
e38efb82,7
e3a4772d,42
e3e37ef1,14
e41f85a0,105
e7b6d8a6,242
e80b0efe,2
e811e4d8,85
e83b5b1b,1
e87fd964,3364
e8ed1d03,1
ea1cf0a8,327
ea55dd80,139
ea823743,1392
ead64a4f,23
eb1d2003,33
eb1eeb40,102
eb7fc71c,234
ec723d68,67
ec7e7772,1
ecadc865,78
ecb851b2,613048
ecf10acf,2901
ed90658d,258
ee007ad3,43981
ee0bba1c,7
eee8ceaa,1122
ef25739e,700
ef6f41b3,220
f0d0305d,4014
f11e2a7c,1
f1a8b69f,207
f1c06fbf,30
f1c7e892,1383
f25ecd71,1
f2656df2,5
f32ae2d6,37
f3366d15,2
f37872ce,367
f4250512,1
f4ba2d00,116
f721c49f,6
f8909ecd,205
f8f9e526,1515
f9217b8a,7
f934e218,9
fa618bc0,3
fab64fbb,142
fb22d541,139
fb27c7b3,2671
fb5696cf,361
fbec56bc,49051
fc7c329c,1518
fcc05fef,3719
fd5ac448,4
fd831433,7
fd947acd,73
fdb01845,80
fdbf39e8,1
fdd77cb5,63
fde4ab03,37
ffdd1c43,3
ffe72be2,8
006ce985,529
00b08597,10064
0153a639,57329
01ca8a45,1
0263ebb0,42
03405e8b,1092
03ad0d18,1
0420b745,1
045b3e8c,1540
054e66f2,83
05e5b48a,90
062d6d08,17
06526378,869
07485779,14
08038306,1
08684f7e,4389
0896a6b0,7
08d5431c,71
08fbc387,183
091d715b,23
09266055,1
09272adb,79
09360302,279
096b3b20,2129
09a390c0,251
09f94f80,3
0a74af78,1
0aa15e63,8522
0b22aeca,3
0b6b9ecb,1
0bbd5ecd,135
0bbf420d,2
0bc1a99f,2
0c3a346a,88
0c631c22,344
0c6a6ed0,1
0c74b560,14
0c9aa646,2
0d3ffb8d,2
0d754f15,6
0e010a30,2953
0e0bbd51,29
0f7ef4f4,1
109f35ad,8433
1160a24f,7
11a12597,1
12013c22,238
12ea232a,333
13472f46,20751
13736a27,2441
13d1f11e,1
142cac1d,154
14668bfb,85
14c754ae,15854
157d10e6,2
159d10a5,5
1782f9a1,222
178f0106,6
17bd1cfb,4707
186a5f80,107
191e9c26,3660
19ee9cae,7
1a95355a,1886
1ae6e32c,77
1aeb120e,30
1bf9da12,5
1c309a38,1516
1cc8f569,3
1d2deed3,13
1d783fde,9
1dbc394f,652
1e0849ef,7
1e0b3b2e,2
1e25f25c,79
1e9cc8b6,5
20069b56,1
2195b79b,325
225b180e,3495
23fc7048,56
2402061d,1891
2467be31,76
249dea17,3
24ba724d,118
24f29aa7,6
24f3f669,3
261a21d9,9
2625189a,90
265e937c,1301
267b5638,113
270b6030,1057
2833422f,18
2878f796,1
28b7a937,88
29093f50,11
2a3cf9bc,5
2b580930,13086
2beaa395,2149
2c98712a,92
2c992a8f,475
2e7bef1f,4
2e9097cd,102
2ec05de2,1
2f32e306,369
2f673224,1
2f6f754f,7
2ff98a33,1728
300e56fa,2
309026e3,820
31442f32,624
31b97c61,868
325ebcd5,826
3295ea18,9997
32c54c76,11246
333363d8,243
344f2b21,39
348780ac,16
34ace3d5,839
34cd52f6,135
34da6735,2860
35dfe54d,1056
36d0a394,2366
36e92570,1
375c3d47,62425
377de68c,188
37f78522,411
3818ef6e,119
3919eb94,12071
39fc8777,5
3a2db95b,351
3b00e4a3,3576
3b973fff,179
3b99f2e3,64
3bd6c353,4
3bdbdb48,3
3cf9c0fe,1
3d1c5c90,87
3de3ba74,79
3deda06d,88
3e30f933,2
3e9b85fd,4
3f8b7989,272
3fafc49f,5211
40891e18,1
4135a4b4,244
42989ebc,1
42c8a88d,2
42de6880,908
439af619,129
439e0072,117
43e7b962,191294
443d4800,318
44acb646,21
4558a6c9,93
45905b51,169
459369ed,339
45cfab9c,5
46b0011f,1
46b398aa,1178
46cb77e5,665
4834de2f,47
49ed1d57,779
4a817f60,1
4aa2edc4,1375
4c26e918,10
4c3f6a3c,417
4c880ecd,3510
4ccb8500,1
4cf8ef0b,1
4e560d5d,3123
4e59298c,26
4e9bd8a8,1
4f4cc405,7
4f8345eb,1159
500afb74,8
50533775,12
5064fac0,232
507de649,1118
50f4dc3a,2
5215da74,256
5232630b,458
5296c3f0,8
53cfc336,486
544c8d33,39
54fd7d55,9
550d9b1f,43
55b7334a,1035
56580d4a,3
565e59d3,1654
5796c5ff,150
58245d33,1
5a337478,33
5a387512,88
5bc52e1d,1665
5d2f2091,457
5d379d53,2833
5d4ccff6,237
5dee1d65,10757
5e293c3d,62
5e7b6a04,46
5e7e2db7,17
6032fd40,1
60807608,115
608e8481,11
60d63902,218
60eb1f19,12462
6141a9f0,1146
61b8c2aa,18
639d2225,5
6402dc51,192
656865a8,3
65c93b38,16915
65f52508,6
66344014,320
668b23b5,543
669c5081,39
66e94be2,1205
68231138,7
68a59e72,53
69406c02,14
694c85ac,5
699d0913,16
6b5b6d78,5
6b8af03c,226
6c2a343f,3
6d578346,12
6d794f22,1784
6e524237,3
6e924d48,56
6eb17738,942
6ede1481,209
6eedc1db,160
6f1a5911,13071
6f676efd,63
7036b627,2261
7044c261,11375
71296a64,59
72063a8a,1091
730f4c12,4
732a7594,2
7334b9c0,3
7376e2d4,1250
73bc9195,1
73cc7530,29
741a2007,207
75107d74,37
7594f139,14897
75b68675,49
7615ec73,1
76899f91,2
76a14242,1
76e25748,2516
77589ff2,2683
778a225f,4
77b73c3f,36
78220e94,150
7831f4ff,24
787620a2,903
78d9bd10,106111
7b85f8d2,233
7c997db0,9270
7cb753a5,17
7d5f9c7e,210
7d8b5b21,9
7d9e8d89,403
7e733214,5634
7f5b2dd9,211
7f5cc1a6,4914
7f7608f3,3
8103e71a,74
8167f128,319
824bc503,4
8326c04b,3505
83847cf1,13
84182e47,1294
84f42c9c,44
854b1a34,17
8581baf9,4
860caf87,11
873e880b,1
87e55b2d,50
891a8e64,1
89713ab9,1
898e36c6,2
89bb0256,3
89deac5a,13126
8a3fc289,53
8a5b3b33,8
8aa83e55,466
8aa9e244,375
8b2242ad,15
8b46a20f,5
8bc1425d,287
8bfa6825,8
8bfcd3c6,29651
8c05c990,556
8c0e25ff,2
8c1d5afd,3052
8c47733e,4
8cbf72ee,1
8d2be193,77
8d576a89,399
8dcf6230,31
8debacdb,38506
8ef046ab,25958
8ef16107,1550
8f3d5ec7,162
90457532,257
9144f023,1
91afdf55,181
92a9e1a0,1522
93a90f85,34853
93dd64c2,1958
9493862a,38
94c238ba,228
94c759d5,1997
960741ed,2507
9627d38b,96
966829a4,24
96b83ebe,3415
9732c166,3
9789a5df,1231
978c91ce,11
980d9522,1
98acccd1,208
98af5c03,619
991faefd,16
999112d6,377
99a046e7,7
99d7a30e,60
99fb18f3,21
9a45a8e8,16520
9afa874c,96
9b377d0a,2
9bb8c890,1598
9c37a674,1
9d50b116,1
9e0fbc3c,2
9e371626,6837
9e48728f,22
9e86e2f1,6
9eee7d14,1
9f27f3ad,108
a13c54e6,3131
a1dc1259,2
a1f6d51e,48
a2013e64,229
a24032a0,4
a348ca55,6489
a37c41aa,42
a418c02b,201
a4a60ea8,9
a4cc80d2,1
a53c83fc,101
a5bce124,279510
a5fbe35d,28653
a5ff35f0,258
a611521c,15
a6403763,4216
a674a424,3
a6ef387e,1
a795773a,11
a813e1eb,141
a82e3f68,1912
a8420747,36
a9a67584,52
a9d74d66,12
aa50657b,1
aa8471d1,162
ab0978aa,16
ab5132f6,7828
abe12086,335
ac221d6c,23235
ac81e9db,1169
ad328c4d,58638
add965b5,371
ae4206ea,1
afd6dd6a,466
b04517f6,171
b0ed2d2a,2
b0f729f7,23
b1128ca8,1
b27fbe37,20
b2d2ba6a,6
b36130d7,625
b3a8d870,5
b42d8f4e,315
b45673ff,832
b466d88d,363
b4920c7e,2514
b4b19c97,98946
b4e612c1,9492
b5e348ed,6
b5ffdc67,8
b6197176,1
b632f2ea,75
b66b1d85,1706
b7af8486,2
b83a916e,7480
b98f8c3b,62
b997fb4d,87
b9cd09f8,3854
b9dd2c4f,152
bb01a955,64
bbec4e9b,210
bbf7604b,104
bc049221,1134
bc6fc361,92
bcc261d1,2675
bd1e9791,5308
bd68fdf1,78
be12cc0f,5
be87996b,212317
beb6d112,625
bee8adfa,1
bf041278,466
bf065d42,1141
bf0d5ef9,146
bf3be071,21
c10aa1ff,885
c1113a90,897
c18782ed,79
c1b01919,8
c1ca696e,1412
c1e90287,1140
c2fcd70e,86
c3eb2ba6,83
c3f8a7fb,2872
c464aa46,32086
c52257b8,160
c58a6bed,3
c6009a55,5761
c60a1c15,7
c637d3aa,61
c692239a,70
c69bc812,469
c6dbe5ee,363
c723c84b,1534
c74aa989,81
c83bfef9,47
c8c669ed,1
c90d3832,178
c94e93c4,1827
c9bf639a,2
c9ede9a5,348
c9f7dab9,3464
ca4241b2,294
ca450666,1
ca843452,3
ca97b532,8
caa255c7,230
caab01b9,3
cb0332fe,22
cb3b8ed9,4
cc127aed,3
cc2005ff,13
cc3be83d,27
cc51101d,3
cc9aa7a0,3116
ccd46417,29
ccd5189e,150
ccf63003,832
cd18433a,159
cd87d528,2830
cdeca251,208
ce2535c7,732
ceafe0e2,4
cecaeb64,10
cf8c5df8,9
d01113d5,4966
d05f2288,2
d0d694e4,6109
d1e96fc0,7547
d2325763,25
d26e7c83,61
d2bb2b4e,38
d2e92ee9,1841
d3779669,368
d3ff4ef0,1093
d4edec73,9
d5179f1d,739
d550e3a5,37
d5d277f9,6
d67e9161,95
d75d27f0,5
d7aa863b,7819
d7de9203,9
d7f8a13f,361
d8cfb063,13147
da10f4da,7247
da2f5193,113
daa861e9,42243
db30ff2e,100
dbaf93a1,1752
dc408df9,346
dd2c0334,7
de38939a,21186
deffd59d,11
dfb545bc,13
e043f7b2,225
e14f972b,25
e1f82eea,2799
e202b449,1
e2f55e27,90
e32b3ecb,2
e3d4b4fd,9
e46ec266,45
e63178a7,5
e6564423,1
e6bb17a8,3
e6f3a5c2,8395
e719d90c,84
e7cd1341,20
e8c1f38d,30
e8dbb903,1
e8ffa42b,264
e97b3412,35
e9eda42b,581
ea135a63,4
ea3d6b7b,1
eb29ee3c,30
ebd60210,1
ec699190,98
ec7a8616,507
ecb14e73,265
ed22572b,23
edc711fa,1008
ee62ebd3,5
ee9ba070,1
eec2bad8,1968
eee4aa16,4715
efce9f97,45
f0cfea14,8
f0eec4c3,125
f186d2e8,20607
f1dbce46,185
f203ad2f,21
f2224401,23
f2790a6a,10161
f307d1f1,8
f355fb6a,38
f384cd72,8657
f39b265e,109803
f3bb6237,80
f3fcb0db,354
f4288720,8
f47a607b,223
f4859b3d,1
f495924c,640
f4f1249d,166
f599aa58,1125
f6be7716,5
f73da93a,114
f8578dfe,190
f88782a8,637
f8c0443e,6
f99c097f,21
f9ba9057,41466
fac99459,2323
fb11344c,572
fb883e88,113
fbdc5171,1744
fc3ab1f3,2
fc7f286d,48
fcc19172,241
fe31adef,3670
fe9a5007,1
fffc15b0,1
01dbc3bc,2025
02c86868,30
03bfcb33,1373
041c9289,51
04791d2a,799
04c5ded2,1
05078691,24
05085537,4
0559ac7d,1
0620b8fb,10
